year,month,day,prcp,tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1997,9,28,0.0,32.72,24.51,28.62,420.11,285.41,0.02,0.56,0.58,61.68,4.12,3.46,3.37,0.38,1.19,21.67,70.32,148.85,531.95
1997,9,29,17.7,33.49,24.17,28.83,425.38,317.13,0.46,-0.5,0.69,67.7,3.9,3.31,3.22,0.84,0.73,20.18,70.13,148.87,531.74
1997,9,30,5.31,32.22,23.16,27.69,405.92,295.25,-0.03,-0.61,0.69,78.48,3.51,3.09,3.02,0.36,0.68,22.6,69.95,148.86,531.55
1997,10,1,0.0,31.62,22.74,27.18,395.95,317.98,-0.49,-0.65,0.82,64.54,3.96,3.33,3.25,0.1,0.79,21.88,69.76,148.85,531.34
1997,10,2,0.0,30.4,22.19,26.3,394.48,322.42,-1.21,-0.77,1.44,56.09,4.69,3.72,3.42,0.0,1.07,20.11,69.55,148.83,531.14
1997,10,3,0.0,31.97,22.48,27.22,399.28,318.25,-0.68,-0.2,0.73,58.3,4.24,3.48,3.18,0.03,0.96,18.4,69.35,148.81,530.9
1997,10,4,0.0,32.36,22.74,27.55,399.32,312.94,-0.52,-0.28,0.63,59.32,4.28,3.47,3.17,0.08,0.88,16.89,69.15,148.79,530.69
1997,10,5,0.0,32.71,22.88,27.8,411.95,295.32,-0.95,-0.59,1.14,59.55,4.25,3.53,3.3,0.1,0.71,15.58,68.97,148.77,530.47
1997,10,6,0.0,32.66,22.31,27.48,406.12,298.93,-0.27,-0.37,0.5,67.52,3.77,3.18,2.89,0.05,0.53,14.85,68.78,148.77,530.23
1997,10,7,0.01,32.23,22.86,27.54,397.47,294.49,-0.55,0.05,0.59,53.6,4.37,3.49,3.17,0.07,0.77,14.25,68.6,148.77,530.04
1997,10,8,0.0,32.66,21.83,27.24,390.97,312.34,-1.16,-0.13,1.18,50.3,4.27,3.46,3.12,0.0,0.81,13.19,68.42,148.78,529.81
1997,10,9,0.0,32.53,21.97,27.25,391.98,312.77,-1.45,0.8,1.67,52.3,4.2,3.38,3.04,0.0,0.63,12.19,68.25,148.78,529.58
1997,10,10,0.0,32.58,22.58,27.58,404.77,311.7,-1.1,0.27,1.15,60.6,3.93,3.27,2.95,0.08,0.45,11.34,68.08,148.75,529.36
1997,10,11,0.0,32.41,22.25,27.33,409.39,309.33,-1.52,0.44,1.6,52.93,3.99,3.27,2.93,0.13,0.52,10.67,67.91,148.74,529.14
1997,10,12,0.0,32.28,22.41,27.34,406.36,246.13,-1.11,-0.82,1.43,70.33,3.81,3.2,2.88,0.08,0.34,10.37,67.75,148.73,528.96
1997,10,13,0.0,32.68,22.84,27.76,405.02,305.64,-1.07,-0.04,1.08,57.15,4.14,3.4,3.05,0.03,0.44,10.08,67.58,148.71,528.73
1997,10,14,0.0,32.72,22.43,27.58,406.43,295.63,-0.76,-0.62,1.02,60.11,3.76,3.17,2.86,0.04,0.44,9.49,67.42,148.69,528.52
1997,10,15,0.0,32.73,22.98,27.85,405.3,290.47,-0.77,-0.69,1.05,61.37,3.22,2.67,2.4,0.13,0.3,9.01,67.27,148.68,528.31
1997,10,16,0.0,31.49,22.2,26.84,411.06,289.88,-0.68,1.09,1.31,49.51,3.92,3.25,2.91,0.07,0.38,8.83,67.12,148.67,528.09
1997,10,17,0.0,32.36,22.84,27.6,415.78,297.57,-0.83,-1.1,1.41,57.41,3.83,3.2,2.86,0.69,0.27,8.41,66.97,148.67,527.9
1997,10,18,7.53,32.67,22.75,27.71,401.38,264.44,-0.58,0.12,0.64,65.67,3.81,3.14,2.8,0.05,0.26,8.13,66.83,148.67,527.73
1997,10,19,0.0,32.41,22.81,27.61,402.24,295.26,-1.35,0.56,1.57,50.44,3.97,3.12,2.79,0.08,0.24,7.77,66.69,148.67,527.51
1997,10,20,0.0,32.62,22.67,27.64,401.38,275.56,-0.76,0.77,1.23,54.24,4.12,3.18,2.84,0.0,0.28,7.4,66.56,148.65,527.31
1997,10,21,0.0,32.3,22.53,27.42,407.88,294.18,-1.1,-0.52,1.29,53.46,4.08,3.19,2.85,0.07,0.25,7.01,66.42,148.63,527.1
1997,10,22,0.0,31.93,21.73,26.83,399.87,263.06,-1.3,0.61,1.44,51.45,3.79,3.21,3.19,0.02,0.2,6.71,66.28,148.62,526.91
1997,10,23,1.11,31.71,21.29,26.5,401.52,232.24,-1.5,0.72,1.69,54.59,3.32,2.78,2.78,0.0,0.13,6.52,66.14,148.6,526.7
1997,10,24,0.0,30.49,21.86,26.17,414.81,254.9,-0.93,0.03,1.04,75.2,3.55,2.91,2.79,0.36,0.1,7.22,66.01,148.58,526.51
1997,10,25,6.67,30.98,22.03,26.51,403.63,272.89,-1.02,-1.27,1.73,70.72,3.48,2.89,2.73,0.04,0.23,8.23,65.88,148.57,526.35
1997,10,26,0.0,31.48,22.43,26.96,412.62,246.05,-0.59,0.82,1.02,60.09,3.42,2.87,2.77,0.4,0.27,8.38,65.74,148.56,526.14
1997,10,27,0.01,31.71,22.37,27.04,412.42,261.87,-0.61,0.68,1.02,63.63,3.76,3.2,3.2,0.89,0.16,8.19,65.62,148.56,525.92
1997,10,28,28.16,31.52,21.46,26.49,419.09,259.84,-1.65,-0.39,1.75,67.71,3.9,3.11,3.11,0.3,0.14,8.95,65.5,148.56,525.74
1997,10,29,37.03,30.52,21.32,25.92,402.12,253.54,-1.13,1.23,1.73,72.78,2.46,2.26,2.26,0.16,0.14,10.27,65.39,148.56,525.6
1997,10,30,0.66,25.73,20.51,23.12,408.19,237.78,-0.99,-1.41,1.74,74.18,3.08,2.52,2.5,0.09,0.24,10.58,65.28,148.55,525.44
1997,10,31,0.0,28.72,21.54,25.13,412.36,255.85,-0.97,-0.71,1.23,65.26,3.12,2.61,2.54,0.01,0.31,10.38,65.16,148.54,525.23
1997,11,1,0.0,29.44,21.95,25.7,417.64,268.96,-1.29,-0.91,1.59,59.64,3.6,2.88,2.78,0.05,0.31,9.85,65.04,148.52,525.04
1997,11,2,0.38,30.62,21.89,26.26,416.97,267.24,-0.79,-0.75,1.12,59.34,3.44,2.78,2.67,0.34,0.28,9.36,64.92,148.5,524.86
1997,11,3,3.39,31.18,22.11,26.64,413.37,274.16,-1.09,-1.05,1.62,56.18,3.44,2.74,2.63,0.0,0.25,9.03,64.81,148.49,524.69
1997,11,4,0.0,30.54,21.62,26.08,389.76,250.5,-0.94,-2.19,2.39,51.76,3.79,2.89,2.74,0.0,0.23,8.58,64.69,148.48,524.46
1997,11,5,0.0,30.29,20.68,25.48,373.62,275.4,-0.86,-2.6,2.74,46.88,4.08,2.95,2.79,0.0,0.23,8.14,64.57,148.47,524.24
1997,11,6,0.0,30.02,19.73,24.88,364.05,286.4,-0.41,-2.54,2.58,44.5,3.86,2.92,2.74,0.0,0.22,7.73,64.45,148.46,524.04
1997,11,7,0.0,30.71,19.95,25.33,377.03,285.46,-0.51,-2.12,2.18,47.63,3.76,2.86,2.67,0.0,0.19,7.33,64.33,148.46,523.83
1997,11,8,0.0,30.77,20.49,25.63,383.28,280.3,-0.13,-2.04,2.05,46.27,3.87,2.89,2.69,-0.0,0.15,6.96,64.22,148.45,523.65
1997,11,9,0.0,30.92,20.68,25.8,413.72,253.83,-0.59,0.34,0.78,51.39,3.66,3.5,3.5,0.23,0.15,6.64,64.12,148.44,523.48
1997,11,10,0.0,31.18,21.99,26.58,402.33,229.62,-0.79,-0.05,0.81,59.43,3.26,2.67,2.67,0.09,0.13,6.42,64.02,148.42,523.25
1997,11,11,0.0,31.91,21.74,26.82,401.0,249.72,-0.88,-0.02,0.89,48.98,2.85,2.23,2.22,0.0,0.11,6.17,63.92,148.41,523.1
1997,11,12,0.05,30.27,22.22,26.24,431.74,226.27,0.5,1.61,1.72,65.28,2.08,1.91,1.91,0.83,0.05,6.67,63.83,148.39,522.93
1997,11,13,0.04,31.56,22.34,26.95,423.56,170.64,-0.72,-1.06,1.31,76.39,2.47,2.6,2.6,0.16,0.16,11.09,63.75,148.39,522.78
1997,11,14,23.24,30.49,21.96,26.22,421.81,190.78,-0.64,0.48,0.9,75.06,2.51,2.29,2.29,0.68,0.18,11.89,63.67,148.38,522.61
1997,11,15,4.85,30.5,21.71,26.1,414.45,220.26,-0.88,-0.02,0.91,73.11,2.66,2.51,2.51,0.08,0.26,14.51,63.58,148.38,522.49
1997,11,16,0.28,30.51,21.32,25.92,413.67,237.72,-0.47,0.25,0.56,73.1,2.92,2.53,2.53,0.02,0.29,14.25,63.5,148.36,522.33
1997,11,17,1.95,30.08,21.76,25.92,405.29,241.8,-0.8,0.34,0.91,82.41,2.47,2.22,2.22,0.09,0.19,14.63,63.42,148.35,522.21
1997,11,18,7.71,29.57,21.34,25.46,407.65,201.37,-0.69,1.94,2.07,69.12,2.99,2.47,2.46,0.69,0.2,15.18,63.34,148.34,522.02
1997,11,19,0.0,30.31,21.35,25.83,416.11,257.9,-0.73,0.74,1.06,66.64,2.86,2.25,2.22,0.15,0.33,16.0,63.25,148.34,521.84
1997,11,20,1.59,29.93,21.69,25.81,392.01,230.05,-0.8,-0.84,1.19,79.25,2.11,1.67,1.66,0.21,0.23,18.26,63.18,148.33,521.77
1997,11,21,5.91,29.82,21.11,25.46,405.26,255.62,-0.91,-0.29,1.04,65.24,3.04,2.52,2.44,0.02,0.36,18.07,63.09,148.31,521.59
1997,11,22,0.55,30.61,21.33,25.97,418.63,228.65,-0.23,0.12,0.27,70.34,3.12,2.5,2.43,0.15,0.32,17.2,63.01,148.3,521.41
1997,11,23,0.0,30.21,21.4,25.8,417.91,245.75,-0.65,0.51,0.86,72.49,2.41,2.06,2.06,0.59,0.35,17.63,62.93,148.3,521.28
1997,11,24,31.72,30.17,21.65,25.91,403.99,178.42,-0.25,0.91,0.96,75.51,1.89,1.63,1.63,0.0,0.28,17.78,62.86,148.3,521.13
1997,11,25,0.04,29.76,22.01,25.88,410.67,242.78,-0.66,1.96,2.1,60.58,2.92,2.32,2.28,0.0,0.51,17.01,62.78,148.29,520.96
1997,11,26,0.01,30.42,22.22,26.32,409.19,208.16,0.01,1.63,1.64,69.3,2.72,2.19,2.1,0.07,0.4,16.02,62.69,148.28,520.79
1997,11,27,0.0,30.24,22.25,26.24,411.41,205.56,-1.09,-0.92,1.65,69.51,2.82,2.29,2.24,1.06,0.42,15.41,62.61,148.27,520.62
1997,11,28,0.0,30.18,22.16,26.17,416.76,218.64,-1.33,0.03,1.39,70.86,2.65,1.97,1.88,0.28,0.4,16.19,62.53,148.25,520.48
1997,11,29,0.0,29.6,22.16,25.88,420.16,177.2,-1.26,1.48,1.96,66.25,2.76,1.95,1.87,0.37,0.36,15.61,62.46,148.24,520.29
1997,11,30,0.0,29.4,21.51,25.46,416.5,242.46,-0.82,2.6,2.73,60.43,3.02,2.17,2.05,0.02,0.46,15.05,62.38,148.24,520.15
1997,12,1,0.0,30.02,21.52,25.77,428.58,204.0,-0.45,0.8,0.99,68.1,3.09,2.35,2.21,0.77,0.17,14.4,62.3,148.22,519.99
1997,12,2,0.0,30.79,20.92,25.86,406.82,216.45,-0.67,0.87,1.12,74.69,2.81,2.23,2.09,0.54,0.3,15.57,62.24,148.2,519.82
1997,12,3,0.0,30.18,20.99,25.58,390.86,247.78,-1.12,2.04,2.34,55.49,2.83,2.18,2.05,0.08,0.47,15.26,62.16,148.2,519.67
1997,12,4,0.0,29.95,20.24,25.1,391.99,225.55,-1.52,1.4,2.09,59.18,3.16,2.34,2.18,0.02,0.49,14.41,62.09,148.19,519.51
1997,12,5,0.0,30.3,20.52,25.41,386.43,255.57,-1.61,2.11,2.66,47.47,3.18,2.41,2.24,0.0,0.58,13.53,62.01,148.19,519.3
1997,12,6,0.0,29.93,21.01,25.47,388.73,254.19,-0.71,0.43,0.85,53.15,3.32,2.49,2.32,0.0,0.41,12.66,61.92,148.18,519.1
1997,12,7,0.0,29.25,20.87,25.06,382.71,230.09,-0.83,0.55,1.01,54.34,2.05,1.56,1.47,-0.0,0.27,11.97,61.85,148.17,518.94
1997,12,8,0.0,29.04,21.02,25.03,393.98,238.71,-1.76,1.51,2.33,58.26,3.44,2.68,2.68,0.02,0.33,11.39,61.78,148.17,518.81
1997,12,9,33.93,28.02,19.54,23.78,404.53,55.58,-1.12,2.4,2.66,86.67,1.49,1.17,1.17,0.25,0.08,11.09,61.73,148.16,518.69
1997,12,10,1.98,25.37,18.98,22.18,329.08,251.27,0.91,-3.55,3.67,52.75,3.55,2.42,2.37,0.0,0.42,12.77,61.68,148.15,518.58
1997,12,11,0.0,27.13,16.8,21.96,331.9,265.28,-0.16,-1.61,1.63,50.1,3.32,2.39,2.26,-0.0,0.25,12.49,61.6,148.12,518.39
1997,12,12,0.0,27.11,16.41,21.76,385.6,251.8,-0.61,1.48,1.62,58.58,2.65,2.0,1.88,0.1,0.18,11.89,61.53,148.11,518.22
1997,12,13,0.0,27.74,19.86,23.8,421.32,102.54,-0.36,3.21,3.23,65.3,1.83,1.16,1.13,0.09,0.27,11.44,61.46,148.1,518.07
1997,12,14,0.0,27.92,20.15,24.04,382.83,70.67,0.18,-2.71,2.73,85.01,1.31,0.9,0.9,0.01,0.19,11.44,61.42,148.1,518.0
1997,12,15,0.39,27.67,18.4,23.04,354.43,258.16,-0.53,-2.25,2.32,45.68,3.36,2.44,2.27,-0.0,0.34,11.1,61.36,148.09,517.82
1997,12,16,0.0,28.02,18.87,23.44,416.9,113.98,-0.72,0.57,0.96,72.48,1.6,1.39,1.39,0.4,0.12,10.87,61.31,148.08,517.73
1997,12,17,0.03,27.49,19.91,23.7,409.37,99.61,-0.21,-1.23,1.32,84.08,1.41,1.16,1.16,0.2,0.17,12.98,61.27,148.08,517.62
1997,12,18,31.82,27.08,19.82,23.45,417.94,173.44,-0.19,-0.33,0.45,82.11,1.21,0.99,0.97,0.23,0.14,13.1,61.24,148.08,517.54
1997,12,19,0.0,27.68,19.54,23.61,405.03,206.93,-0.25,1.48,1.52,71.4,2.48,1.98,1.87,0.25,0.28,13.91,61.19,148.08,517.44
1997,12,20,0.0,27.9,18.92,23.41,396.63,217.89,0.27,-0.22,0.6,67.19,2.42,1.96,1.84,0.05,0.23,13.52,61.13,148.08,517.3
1997,12,21,0.0,28.44,19.31,23.88,387.36,222.94,0.09,-1.37,1.39,69.99,2.27,1.89,1.8,0.01,0.34,13.15,61.08,148.07,517.15
1997,12,22,0.0,29.24,19.46,24.35,390.64,220.72,-0.38,-0.18,0.71,73.93,2.25,1.88,1.77,0.06,0.27,12.77,61.03,148.06,517.0
1997,12,23,0.0,29.9,19.4,24.65,396.77,221.52,-0.52,1.98,2.08,62.58,2.39,1.87,1.73,0.01,0.29,12.44,60.98,148.06,516.88
1997,12,24,0.0,29.77,19.66,24.72,408.89,199.36,-0.13,1.8,1.84,65.44,1.95,1.59,1.52,0.18,0.23,11.98,60.92,148.05,516.74
1997,12,25,0.0,29.62,19.99,24.8,399.67,227.89,-0.29,2.0,2.03,73.48,2.51,2.07,1.99,0.31,0.26,11.91,60.87,148.03,516.6
1997,12,26,0.0,29.52,19.83,24.67,396.05,216.8,0.12,2.18,2.19,70.96,2.46,1.98,1.85,0.35,0.24,12.03,60.82,148.02,516.44
1997,12,27,0.0,29.56,19.38,24.47,387.84,196.3,-0.56,3.27,3.32,66.33,2.54,1.81,1.65,0.01,0.31,12.32,60.77,148.01,516.31
1997,12,28,0.0,29.32,18.73,24.02,405.43,240.35,0.04,2.14,2.15,60.72,2.53,1.9,1.73,0.35,0.38,11.89,60.72,148.0,516.16
1997,12,29,0.0,29.73,18.68,24.2,389.58,188.2,-1.08,2.41,2.64,60.26,2.6,2.09,1.89,0.01,0.38,11.52,60.66,147.99,515.98
1997,12,30,0.0,29.64,18.54,24.09,400.66,202.52,-0.65,0.4,0.79,63.85,2.27,1.87,1.72,0.24,0.19,11.03,60.61,147.98,515.81
1997,12,31,0.0,29.79,18.47,24.13,402.72,228.99,-0.43,-1.88,1.94,67.67,2.46,1.96,1.79,0.08,0.32,10.71,60.56,147.97,515.69
1998,1,1,0.0,28.79,18.82,23.8,404.19,217.85,-0.25,-1.08,1.24,73.93,2.13,1.78,1.66,0.25,0.22,10.62,60.51,147.97,515.58
1998,1,2,0.0,28.83,18.7,23.76,406.75,232.58,-0.5,0.47,0.82,71.37,2.03,1.71,1.57,0.43,0.27,11.86,60.47,147.97,515.45
1998,1,3,0.0,29.05,18.42,23.74,379.89,220.22,-0.0,-1.34,1.35,66.67,2.85,2.16,1.91,0.01,0.45,14.08,60.42,147.97,515.32
1998,1,4,0.0,28.79,17.61,23.2,354.71,260.66,-0.49,-2.13,2.19,47.16,3.33,2.37,2.1,-0.0,0.63,13.33,60.37,147.95,515.13
1998,1,5,0.0,28.56,15.33,21.94,334.78,265.01,0.1,-1.69,1.71,52.22,3.52,2.45,2.15,-0.0,0.44,12.51,60.32,147.93,514.97
1998,1,6,0.0,28.18,14.67,21.42,345.43,266.37,-0.75,-1.02,1.28,58.02,3.27,2.53,2.2,0.0,0.37,11.84,60.27,147.93,514.82
1998,1,7,0.0,28.47,15.16,21.82,362.92,258.68,-1.02,0.2,1.06,58.42,3.16,2.47,2.14,0.0,0.29,11.28,60.22,147.92,514.7
1998,1,8,0.0,28.68,15.54,22.11,366.88,248.51,-0.02,-0.93,0.94,59.32,3.12,2.39,2.06,0.0,0.3,10.74,60.17,147.91,514.49
1998,1,9,0.0,28.22,15.52,21.87,354.34,244.63,-0.15,-0.98,1.01,55.46,3.37,2.59,2.21,-0.0,0.27,10.24,60.13,147.91,514.36
1998,1,10,0.0,28.99,15.73,22.36,373.64,263.2,-0.06,-0.95,0.96,54.37,3.2,2.48,2.1,0.0,0.25,9.77,60.08,147.91,514.24
1998,1,11,0.0,28.95,16.2,22.58,372.28,253.9,-0.09,-0.74,0.76,59.1,3.02,2.34,1.97,0.0,0.2,9.33,60.04,147.91,514.07
1998,1,12,0.0,29.0,17.07,23.04,364.1,242.71,-0.33,-0.91,0.98,57.05,3.26,2.51,2.1,0.0,0.2,8.92,60.0,147.9,513.88
1998,1,13,0.0,29.09,16.72,22.9,380.02,263.18,-0.34,-0.28,0.47,58.41,3.55,2.75,2.28,0.0,0.26,8.52,59.96,147.9,513.73
1998,1,14,0.0,30.33,17.39,23.86,368.27,263.66,-0.03,-2.08,2.09,52.36,3.73,2.7,2.21,0.0,0.28,8.12,59.91,147.89,513.61
1998,1,15,0.0,30.37,17.07,23.72,384.82,267.4,-0.18,1.08,1.12,54.14,3.72,2.77,2.24,0.0,0.18,7.75,59.87,147.88,513.45
1998,1,16,0.0,31.72,18.31,25.02,410.58,260.42,0.15,2.45,2.46,50.34,3.73,2.69,2.15,0.14,0.26,7.41,59.84,147.87,513.24
1998,1,17,0.0,31.29,19.37,25.33,390.63,234.3,0.01,3.6,3.61,53.78,3.93,2.6,2.06,0.0,0.27,7.13,59.8,147.85,513.14
1998,1,18,0.0,31.22,18.59,24.9,402.31,244.68,0.88,0.91,1.31,62.33,3.27,2.4,1.88,0.52,0.19,6.98,59.76,147.84,513.0
1998,1,19,0.0,30.76,18.34,24.55,418.17,171.63,0.05,0.49,0.56,70.42,2.37,1.67,1.29,0.54,0.16,7.11,59.72,147.83,512.86
1998,1,20,0.0,28.9,19.35,24.12,410.87,209.41,-0.36,4.37,4.4,68.43,3.23,1.98,1.51,0.17,0.22,7.53,59.69,147.81,512.75
1998,1,21,0.0,29.07,20.28,24.68,378.24,225.66,0.96,-2.74,2.93,70.38,3.06,2.12,1.65,0.05,0.25,7.93,59.66,147.8,512.6
1998,1,22,0.0,29.69,17.8,23.74,385.92,239.04,-1.15,-0.96,1.6,53.16,3.9,2.76,2.11,0.0,0.25,7.83,59.63,147.8,512.44
1998,1,23,0.0,29.22,18.74,23.98,395.68,148.86,-0.55,0.89,1.09,82.36,2.27,1.8,1.44,0.62,0.16,8.64,59.6,147.8,512.38
1998,1,24,0.01,29.88,20.05,24.96,405.9,115.27,-1.54,2.43,2.88,74.58,3.1,2.17,1.61,0.38,0.24,9.45,59.57,147.8,512.27
1998,1,25,0.0,30.32,20.98,25.65,407.51,148.29,-1.06,3.66,3.81,71.09,3.3,1.98,1.45,0.07,0.39,9.4,59.53,147.8,512.13
1998,1,26,0.0,30.36,20.25,25.3,401.86,214.2,-0.55,4.0,4.04,60.1,3.68,2.46,1.77,0.03,0.35,9.14,59.5,147.8,511.97
1998,1,27,0.0,30.31,19.94,25.12,388.24,194.84,-0.82,4.11,4.19,54.86,3.01,1.66,1.17,0.0,0.39,8.77,59.46,147.8,511.84
1998,1,28,0.0,30.14,20.4,25.27,393.97,186.88,-1.1,3.9,4.05,56.51,2.68,1.83,1.31,0.0,0.35,8.45,59.43,147.8,511.7
1998,1,29,0.0,30.23,19.99,25.11,398.67,182.62,-0.23,1.93,1.95,65.84,3.48,2.46,1.7,0.22,0.29,8.32,59.4,147.8,511.58
1998,1,30,0.0,30.62,20.13,25.38,398.78,207.11,-0.23,-0.32,0.85,66.58,3.54,2.69,1.85,0.17,0.27,8.26,59.37,147.79,511.41
1998,1,31,0.0,30.3,19.67,24.98,407.97,238.68,-0.74,-0.77,1.16,60.62,3.41,2.62,1.78,0.28,0.29,8.05,59.34,147.78,511.25
1998,2,1,0.0,31.16,19.9,25.53,394.34,259.14,-0.53,0.68,1.04,57.29,3.09,2.5,1.66,0.11,0.32,7.78,59.31,147.77,511.15
1998,2,2,0.0,31.63,20.47,26.05,394.01,255.35,0.05,2.46,2.48,49.5,3.3,2.54,1.67,0.03,0.33,7.45,59.28,147.75,510.99
1998,2,3,0.0,31.9,20.21,26.06,390.65,247.19,-0.21,1.56,1.61,58.52,3.01,2.28,1.6,0.08,0.3,7.24,59.25,147.75,510.85
1998,2,4,0.0,30.89,20.68,25.78,402.42,268.64,-0.16,-0.03,0.83,63.65,3.58,2.58,1.66,0.48,0.25,7.17,59.22,147.75,510.69
1998,2,5,0.07,30.74,20.06,25.4,395.29,192.01,-0.26,0.12,0.4,80.27,3.18,2.45,2.42,0.14,0.32,9.45,59.2,147.75,510.63
1998,2,6,1.12,30.17,20.04,25.1,390.8,238.01,-1.76,3.59,4.0,56.18,3.42,2.89,2.89,0.82,0.33,10.63,59.18,147.74,510.53
1998,2,7,21.34,29.76,19.86,24.81,403.85,222.02,0.82,-0.51,1.12,80.65,2.81,2.18,2.15,1.07,0.27,11.36,59.16,147.73,510.38
1998,2,8,1.3,30.09,19.5,24.8,362.12,258.38,-0.68,-2.88,2.97,61.29,2.07,1.72,1.54,0.12,0.95,17.62,59.14,147.71,510.33
1998,2,9,0.0,28.77,18.02,23.4,330.93,294.78,-0.08,-2.25,2.26,44.02,3.93,2.73,2.27,-0.0,1.13,16.8,59.11,147.71,510.16
1998,2,10,0.0,29.15,16.83,22.99,339.13,307.49,-0.03,-1.86,1.87,39.4,4.22,2.99,2.35,-0.0,0.85,15.54,59.08,147.71,509.98
1998,2,11,0.0,29.67,16.37,23.02,346.91,303.39,0.13,-1.43,1.46,47.33,4.02,2.93,2.23,0.0,0.75,14.46,59.05,147.7,509.86
1998,2,12,0.0,29.86,16.61,23.24,339.04,306.78,-0.12,-2.17,2.19,41.73,4.27,2.96,2.2,0.0,0.8,13.51,59.02,147.7,509.7
1998,2,13,0.0,30.29,16.35,23.32,356.01,306.63,-0.71,-0.55,0.92,52.41,4.27,3.08,2.23,-0.0,0.61,12.65,58.99,147.7,509.56
1998,2,14,0.0,30.55,16.82,23.68,394.82,303.65,-1.14,0.87,1.51,45.54,4.3,3.07,2.18,0.0,0.69,11.88,58.96,147.7,509.37
1998,2,15,0.0,31.09,17.99,24.54,395.2,291.26,-0.29,2.1,2.14,45.59,4.63,3.16,2.18,0.04,0.69,11.09,58.94,147.69,509.26
1998,2,16,0.0,31.25,18.97,25.11,417.43,279.67,-0.06,2.74,2.75,44.86,4.73,2.96,2.0,0.02,0.62,10.37,58.91,147.68,509.09
1998,2,17,0.0,32.18,20.31,26.24,407.75,291.27,0.58,2.45,2.54,46.42,4.41,2.54,1.68,0.15,0.58,9.73,58.89,147.68,508.92
1998,2,18,0.0,31.73,19.95,25.84,413.62,272.94,0.26,0.91,1.02,60.38,4.14,2.56,1.68,0.78,0.4,9.36,58.87,147.67,508.85
1998,2,19,0.0,32.24,20.2,26.22,387.07,280.26,0.25,-2.15,2.19,43.84,4.38,3.02,1.93,0.03,0.48,9.27,58.84,147.67,508.65
1998,2,20,0.0,31.62,19.34,25.48,368.01,314.37,-0.09,-1.98,1.99,35.24,4.97,3.32,2.05,-0.0,0.52,8.68,58.82,147.66,508.53
1998,2,21,0.0,32.49,20.31,26.4,412.23,299.82,0.2,-0.84,1.1,46.74,3.57,2.64,1.65,0.87,0.46,8.15,58.79,147.66,508.39
1998,2,22,0.0,33.2,20.89,27.04,416.32,283.9,-0.83,-0.44,0.97,65.23,3.85,2.81,1.73,0.29,0.53,10.82,58.78,147.64,508.28
1998,2,23,0.0,33.16,21.48,27.32,414.22,295.38,-0.85,2.79,2.95,58.09,4.26,2.99,1.78,0.05,0.69,11.79,58.76,147.64,508.17
1998,2,24,0.0,33.66,21.49,27.57,403.77,266.03,-0.52,4.31,4.34,52.35,4.3,2.67,1.52,0.03,0.74,11.08,58.74,147.63,508.02
1998,2,25,0.0,33.84,22.33,28.08,411.9,290.44,1.33,2.55,2.89,46.71,4.37,2.83,1.59,0.03,0.7,10.36,58.72,147.63,507.85
1998,2,26,0.0,33.74,22.54,28.14,377.28,298.05,0.75,-0.59,1.15,46.15,5.09,3.14,1.71,-0.0,0.61,9.68,58.7,147.63,507.77
1998,2,27,0.0,33.52,20.65,27.08,366.95,323.99,-0.24,-1.53,1.57,29.48,5.3,3.43,1.81,0.0,0.53,8.97,58.68,147.62,507.59
1998,2,28,0.0,33.79,20.45,27.12,417.14,316.34,0.41,0.03,0.9,62.49,4.34,3.05,1.59,0.9,0.42,9.02,58.66,147.61,507.46
1998,3,1,0.7,34.11,22.07,28.09,417.64,295.4,-0.4,-0.06,0.58,64.78,3.98,2.94,1.48,0.34,0.61,12.13,58.64,147.61,507.34
1998,3,2,0.0,33.36,21.98,27.67,388.29,283.55,-0.78,0.92,1.22,72.59,3.67,2.87,1.53,0.05,0.73,15.27,58.63,147.61,507.21
1998,3,3,0.0,33.38,21.13,27.26,404.57,287.75,-0.28,1.12,1.17,57.26,3.98,2.94,1.45,0.24,0.9,15.07,58.61,147.61,507.07
1998,3,4,1.12,33.24,21.6,27.42,383.47,322.63,-1.62,0.44,1.75,46.67,4.54,3.47,1.63,0.0,1.05,13.94,58.59,147.6,506.93
1998,3,5,0.0,34.13,21.89,28.01,393.18,287.51,-0.78,2.31,2.45,51.23,4.72,3.23,1.47,0.06,0.88,12.88,58.57,147.59,506.8
1998,3,6,0.0,33.34,22.6,27.97,408.6,311.92,0.12,3.63,3.63,43.27,4.35,2.94,1.3,0.03,0.87,11.92,58.55,147.59,506.64
1998,3,7,0.0,32.9,21.97,27.44,416.67,313.94,-0.5,0.32,0.61,53.14,4.53,2.98,1.29,0.09,0.59,11.05,58.53,147.58,506.5
1998,3,8,0.0,33.54,22.18,27.86,410.76,328.77,0.38,0.99,1.11,49.84,4.69,3.46,1.45,0.2,0.64,10.28,58.51,147.58,506.36
1998,3,9,0.0,33.9,22.44,28.17,422.25,307.29,-0.79,1.89,2.06,58.53,4.3,3.22,1.33,0.06,0.58,9.89,58.5,147.58,506.25
